"x","y","z","ID","nodeid","treeid","radius","radius_obs","length","volume","n","tumor_half","cen_dist","parent","generation","gen_diff","hs_nodeid","hs_parent","hs_length","beta.ave","gamma.ave","beta.diff","gamma.diff","asymmetry"
-74.4103718199609,36.7753424657534,147.147123893805,117,116.001,1,1.33013,1.35696,18.5532,103.124,4,1,15.652196518654,NA,5,NA,1.001,NA,227.07077,0.792233599286803,0.572812532817571,NA,NA,NA
-74.4103718199609,35.9925636007827,147.147123893805,117,116.001,1,1.33013,1.35696,18.5532,103.124,4,1,14.8811438992733,NA,5,NA,1.001,NA,227.07077,0.792233599286803,0.572812532817571,NA,NA,NA
-73.6275929549902,35.2097847358121,145.891592920354,117,116.001,1,1.33013,1.35696,18.5532,103.124,4,1,14.4190201748496,NA,5,NA,1.001,NA,227.07077,0.792233599286803,0.572812532817571,NA,NA,NA
-72.8448140900196,34.4270058708415,145.891592920354,117,116.001,1,1.33013,1.35696,18.5532,103.124,4,1,13.7344115265988,NA,5,NA,1.001,NA,227.07077,0.792233599286803,0.572812532817571,NA,NA,NA
-72.8448140900196,33.6442270058708,145.891592920354,117,116.001,1,1.33013,1.35696,18.5532,103.124,4,1,12.9910624809118,NA,5,NA,1.001,NA,227.07077,0.792233599286803,0.572812532817571,NA,NA,NA
-72.0620352250489,32.8614481409002,144.636061946903,117,116.001,1,1.33013,1.35696,18.5532,103.124,4,1,12.8260495476912,NA,5,NA,1.001,NA,227.07077,0.792233599286803,0.572812532817571,NA,NA,NA
-71.2792563600783,32.8614481409002,144.636061946903,117,116.001,1,1.33013,1.35696,18.5532,103.124,4,1,12.991392392148,NA,5,NA,1.001,NA,227.07077,0.792233599286803,0.572812532817571,NA,NA,NA
-70.4964774951076,32.0786692759295,144.636061946903,117,116.001,1,1.33013,1.35696,18.5532,103.124,4,1,12.5241808707534,NA,5,NA,1.001,NA,227.07077,0.792233599286803,0.572812532817571,NA,NA,NA
-70.4964774951076,31.2958904109589,144.636061946903,117,116.001,1,1.33013,1.35696,18.5532,103.124,4,1,11.8602363970117,NA,5,NA,1.001,NA,227.07077,0.792233599286803,0.572812532817571,NA,NA,NA
-69.713698630137,30.5131115459882,143.380530973451,117,116.001,1,1.33013,1.35696,18.5532,103.124,4,1,12.1206715605124,NA,5,NA,1.001,NA,227.07077,0.792233599286803,0.572812532817571,NA,NA,NA
