"x","y","z","ID","nodeid","treeid","radius","radius_obs","length","volume","n","tumor_half","cen_dist","parent","generation","gen_diff","hs_nodeid","hs_parent","hs_length","beta.ave","gamma.ave","beta.diff","gamma.diff","asymmetry"
79.2563600782779,-4.45127201565558,109.35520361991,93,92.001,1,0.912857,0.99642,49.3363,129.158,2,1,20.2864373704471,NA,5,NA,1.001,NA,124.042738,1.27730262555597,0.24275714404433,-0.0746940648973497,0.00518989060792964,FALSE
79.9608610567515,-4.45127201565558,109.35520361991,93,92.001,1,0.912857,0.99642,49.3363,129.158,2,1,20.3786085693869,NA,5,NA,1.001,NA,124.042738,1.27730262555597,0.24275714404433,-0.0746940648973497,0.00518989060792964,FALSE
80.665362035225,-3.74677103718199,108.099547511312,93,92.001,1,0.912857,0.99642,49.3363,129.158,2,1,19.2492949370802,NA,5,NA,1.001,NA,124.042738,1.27730262555597,0.24275714404433,-0.0746940648973497,0.00518989060792964,FALSE
81.3698630136986,-3.74677103718199,106.843891402715,93,92.001,1,0.912857,0.99642,49.3363,129.158,2,1,18.1772997227788,NA,5,NA,1.001,NA,124.042738,1.27730262555597,0.24275714404433,-0.0746940648973497,0.00518989060792964,FALSE
82.0743639921722,-3.74677103718199,106.843891402715,93,92.001,1,0.912857,0.99642,49.3363,129.158,2,1,18.3613806948979,NA,5,NA,1.001,NA,124.042738,1.27730262555597,0.24275714404433,-0.0746940648973497,0.00518989060792964,FALSE
82.7788649706458,-3.74677103718199,105.588235294118,93,92.001,1,0.912857,0.99642,49.3363,129.158,2,1,17.3826868377935,NA,5,NA,1.001,NA,124.042738,1.27730262555597,0.24275714404433,-0.0746940648973497,0.00518989060792964,FALSE
83.4833659491193,-3.74677103718199,104.33257918552,93,92.001,1,0.912857,0.99642,49.3363,129.158,2,1,16.4718332362263,NA,5,NA,1.001,NA,124.042738,1.27730262555597,0.24275714404433,-0.0746940648973497,0.00518989060792964,FALSE
84.1878669275929,-3.04227005870843,103.076923076923,93,92.001,1,0.912857,0.99642,49.3363,129.158,2,1,15.6568897345867,NA,5,NA,1.001,NA,124.042738,1.27730262555597,0.24275714404433,-0.0746940648973497,0.00518989060792964,FALSE
84.8923679060665,-2.33776908023484,101.821266968326,93,92.001,1,0.912857,0.99642,49.3363,129.158,2,1,14.969760626034,NA,5,NA,1.001,NA,124.042738,1.27730262555597,0.24275714404433,-0.0746940648973497,0.00518989060792964,FALSE
85.5968688845401,-2.33776908023484,100.565610859729,93,92.001,1,0.912857,0.99642,49.3363,129.158,2,1,14.3420774301496,NA,5,NA,1.001,NA,124.042738,1.27730262555597,0.24275714404433,-0.0746940648973497,0.00518989060792964,FALSE
86.3013698630137,-2.33776908023484,100.565610859729,93,92.001,1,0.912857,0.99642,49.3363,129.158,2,1,14.7775884489887,NA,5,NA,1.001,NA,124.042738,1.27730262555597,0.24275714404433,-0.0746940648973497,0.00518989060792964,FALSE
87.0058708414873,-2.33776908023484,100.565610859729,93,92.001,1,0.912857,0.99642,49.3363,129.158,2,1,15.2332432193641,NA,5,NA,1.001,NA,124.042738,1.27730262555597,0.24275714404433,-0.0746940648973497,0.00518989060792964,FALSE
87.7103718199609,-1.63326810176125,99.3099547511312,93,92.001,1,0.912857,0.99642,49.3363,129.158,2,1,14.9089617800493,NA,5,NA,1.001,NA,124.042738,1.27730262555597,0.24275714404433,-0.0746940648973497,0.00518989060792964,FALSE
88.4148727984344,-1.63326810176125,98.0542986425339,93,92.001,1,0.912857,0.99642,49.3363,129.158,2,1,14.6340648916219,NA,5,NA,1.001,NA,124.042738,1.27730262555597,0.24275714404433,-0.0746940648973497,0.00518989060792964,FALSE
89.119373776908,-1.63326810176125,98.0542986425339,93,92.001,1,0.912857,0.99642,49.3363,129.158,2,1,15.1923784720116,NA,5,NA,1.001,NA,124.042738,1.27730262555597,0.24275714404433,-0.0746940648973497,0.00518989060792964,FALSE
89.8238747553816,-0.928767123287685,98.0542986425339,93,92.001,1,0.912857,0.99642,49.3363,129.158,2,1,15.872582486951,NA,5,NA,1.001,NA,124.042738,1.27730262555597,0.24275714404433,-0.0746940648973497,0.00518989060792964,FALSE
90.5283757338552,-0.928767123287685,98.0542986425339,93,92.001,1,0.912857,0.99642,49.3363,129.158,2,1,16.4492148658951,NA,5,NA,1.001,NA,124.042738,1.27730262555597,0.24275714404433,-0.0746940648973497,0.00518989060792964,FALSE
91.2328767123287,-0.928767123287685,96.7986425339366,93,92.001,1,0.912857,0.99642,49.3363,129.158,2,1,16.4188702763952,NA,5,NA,1.001,NA,124.042738,1.27730262555597,0.24275714404433,-0.0746940648973497,0.00518989060792964,FALSE
91.9373776908024,-0.928767123287685,96.7986425339366,93,92.001,1,0.912857,0.99642,49.3363,129.158,2,1,17.0353274863473,NA,5,NA,1.001,NA,124.042738,1.27730262555597,0.24275714404433,-0.0746940648973497,0.00518989060792964,FALSE
92.6418786692759,-0.928767123287685,96.7986425339366,93,92.001,1,0.912857,0.99642,49.3363,129.158,2,1,17.6583721570942,NA,5,NA,1.001,NA,124.042738,1.27730262555597,0.24275714404433,-0.0746940648973497,0.00518989060792964,FALSE
93.3463796477495,-0.224266144814095,95.5429864253394,93,92.001,1,0.912857,0.99642,49.3363,129.158,2,1,17.928469420697,NA,5,NA,1.001,NA,124.042738,1.27730262555597,0.24275714404433,-0.0746940648973497,0.00518989060792964,FALSE
94.0508806262231,-0.224266144814095,95.5429864253394,93,92.001,1,0.912857,0.99642,49.3363,129.158,2,1,18.5750108197786,NA,5,NA,1.001,NA,124.042738,1.27730262555597,0.24275714404433,-0.0746940648973497,0.00518989060792964,FALSE
94.7553816046967,-0.224266144814095,95.5429864253394,93,92.001,1,0.912857,0.99642,49.3363,129.158,2,1,19.2256256438706,NA,5,NA,1.001,NA,124.042738,1.27730262555597,0.24275714404433,-0.0746940648973497,0.00518989060792964,FALSE
95.4598825831702,-0.224266144814095,95.5429864253394,93,92.001,1,0.912857,0.99642,49.3363,129.158,2,1,19.8799139610552,NA,5,NA,1.001,NA,124.042738,1.27730262555597,0.24275714404433,-0.0746940648973497,0.00518989060792964,FALSE
96.1643835616438,-0.224266144814095,95.5429864253394,93,92.001,1,0.912857,0.99642,49.3363,129.158,2,1,20.5375246818355,NA,5,NA,1.001,NA,124.042738,1.27730262555597,0.24275714404433,-0.0746940648973497,0.00518989060792964,FALSE
96.8688845401174,-0.224266144814095,95.5429864253394,93,92.001,1,0.912857,0.99642,49.3363,129.158,2,1,21.1981486048284,NA,5,NA,1.001,NA,124.042738,1.27730262555597,0.24275714404433,-0.0746940648973497,0.00518989060792964,FALSE
