"x","y","z","ID","nodeid","treeid","radius","radius_obs","length","volume","n","tumor_half","cen_dist","parent","generation","gen_diff","hs_nodeid","hs_parent","hs_length","beta.ave","gamma.ave","beta.diff","gamma.diff","asymmetry"
82.5100087984345,0.4891085401174,114.583333333333,533,532.01,1,2.24346,2.43767,9.98938,157.952,2,0,8.89284979201759,NA,6,NA,1.01,NA,17.8395,0.863682963733778,0.673237341693242,-0.0695332210068377,0.206450250165676,FALSE
83.4884818786693,-0.489364540117435,114.583333333333,533,532.01,1,2.24346,2.43767,9.98938,157.952,2,0,8.21692227489233,NA,6,NA,1.01,NA,17.8395,0.863682963733778,0.673237341693242,-0.0695332210068377,0.206450250165676,FALSE
83.4884818786693,-1.46783762035227,114.583333333333,533,532.01,1,2.24346,2.43767,9.98938,157.952,2,0,8.48204676625248,NA,6,NA,1.01,NA,17.8395,0.863682963733778,0.673237341693242,-0.0695332210068377,0.206450250165676,FALSE
83.4884818786693,-2.44631070058711,114.583333333333,533,532.01,1,2.24346,2.43767,9.98938,157.952,2,0,8.84800780716513,NA,6,NA,1.01,NA,17.8395,0.863682963733778,0.673237341693242,-0.0695332210068377,0.206450250165676,FALSE
83.4884818786693,-3.42478378082194,114.583333333333,533,532.01,1,2.24346,2.43767,9.98938,157.952,2,0,9.30291277524972,NA,6,NA,1.01,NA,17.8395,0.863682963733778,0.673237341693242,-0.0695332210068377,0.206450250165676,FALSE
84.4669549589041,-4.40325686105678,115.838888888889,533,532.01,1,2.24346,2.43767,9.98938,157.952,2,0,9.85887080726187,NA,6,NA,1.01,NA,17.8395,0.863682963733778,0.673237341693242,-0.0695332210068377,0.206450250165676,FALSE
84.4669549589041,-5.38172994129161,115.838888888889,533,532.01,1,2.24346,2.43767,9.98938,157.952,2,0,10.4538947678608,NA,6,NA,1.01,NA,17.8395,0.863682963733778,0.673237341693242,-0.0695332210068377,0.206450250165676,FALSE
85.445428039139,-6.36020302152644,114.583333333333,533,532.01,1,2.24346,2.43767,9.98938,157.952,2,0,10.0196549646656,NA,6,NA,1.01,NA,17.8395,0.863682963733778,0.673237341693242,-0.0695332210068377,0.206450250165676,FALSE
85.445428039139,-7.33867610176128,114.583333333333,533,532.01,1,2.24346,2.43767,9.98938,157.952,2,0,10.7846977755129,NA,6,NA,1.01,NA,17.8395,0.863682963733778,0.673237341693242,-0.0695332210068377,0.206450250165676,FALSE
80.5530626379648,8.31689318199608,117.094444444444,519,518.01,1,1.85255,1.80874,7.85012,84.6385,3,0,13.793353859371,532.01,6,NA,1.01,NA,17.8395,0.948550233296741,3.21083598150118,NA,NA,NA
