"x","y","z","ID","nodeid","treeid","radius","radius_obs","length","volume","n","tumor_half","cen_dist","parent","generation","gen_diff","hs_nodeid","hs_parent","hs_length","beta.ave","gamma.ave","beta.diff","gamma.diff","asymmetry"
60.2853228962818,41.8917808219178,139.853825757576,66,65.001,1,2.10559,2.23676,8.52993,118.807,2,0,7.29194469783249,NA,5,NA,2.001,NA,8.52993,0.93594182003244,2.08732252199022,-0.153755004535546,0.80755117568374,FALSE
60.2853228962818,41.8917808219178,139.227247474747,66,65.001,1,2.10559,2.23676,8.52993,118.807,2,0,6.88694412571532,NA,5,NA,2.001,NA,8.52993,0.93594182003244,2.08732252199022,-0.153755004535546,0.80755117568374,FALSE
60.2853228962818,41.8917808219178,138.600669191919,66,65.001,1,2.10559,2.23676,8.52993,118.807,2,0,6.51711147627807,NA,5,NA,2.001,NA,8.52993,0.93594182003244,2.08732252199022,-0.153755004535546,0.80755117568374,FALSE
60.9898238747554,42.5962818003914,137.974090909091,66,65.001,1,2.10559,2.23676,8.52993,118.807,2,0,5.52099623228422,NA,5,NA,2.001,NA,8.52993,0.93594182003244,2.08732252199022,-0.153755004535546,0.80755117568374,FALSE
60.9898238747554,42.5962818003914,137.347512626263,66,65.001,1,2.10559,2.23676,8.52993,118.807,2,0,5.20524191353812,NA,5,NA,2.001,NA,8.52993,0.93594182003244,2.08732252199022,-0.153755004535546,0.80755117568374,FALSE
60.9898238747554,42.5962818003914,136.720934343434,66,65.001,1,2.10559,2.23676,8.52993,118.807,2,0,4.94902900062539,NA,5,NA,2.001,NA,8.52993,0.93594182003244,2.08732252199022,-0.153755004535546,0.80755117568374,FALSE
60.9898238747554,42.5962818003914,136.094356060606,66,65.001,1,2.10559,2.23676,8.52993,118.807,2,0,4.76197788829772,NA,5,NA,2.001,NA,8.52993,0.93594182003244,2.08732252199022,-0.153755004535546,0.80755117568374,FALSE
60.9898238747554,43.3007827788649,135.467777777778,66,65.001,1,2.10559,2.23676,8.52993,118.807,2,0,4.67149985975541,NA,5,NA,2.001,NA,8.52993,0.93594182003244,2.08732252199022,-0.153755004535546,0.80755117568374,FALSE
61.6943248532289,44.0052837573385,134.84119949495,66,65.001,1,2.10559,2.23676,8.52993,118.807,2,0,4.09090473605736,NA,5,NA,2.001,NA,8.52993,0.93594182003244,2.08732252199022,-0.153755004535546,0.80755117568374,FALSE
61.6943248532289,44.7097847358121,134.214621212121,66,65.001,1,2.10559,2.23676,8.52993,118.807,2,0,4.40881695960313,NA,5,NA,2.001,NA,8.52993,0.93594182003244,2.08732252199022,-0.153755004535546,0.80755117568374,FALSE
